NCESSchoolID,inputAddress,matchIndicator,matchType,outputAddress,lonLat,tigerLineId,unkDontCare
"470318001294","510 Wedgewood AVE, Nashville, TN, 37203","Match","Exact","510 Wedgewood Ave, NASHVILLE, TN, 37203","-86.76653,36.133068","97192003","L"
"60013811406","6401 Linda Vista Rd. Rm. 408, San Diego, CA, 92111","Match","Exact","6401 Linda Vista Rd, SAN DIEGO, CA, 92111","-117.1801,32.77171","195749094","R"
"130012000107","2875 Northside Dr NW, Atlanta, GA, 30305","Match","Non_Exact","2875 Northside Pkwy NW, ATLANTA, GA, 30305","-84.40742,33.833576","17334925","R"
"470318001298","120 Antioch PIKE, Nashville, TN, 37211","Match","Exact","120 Antioch Pike, NASHVILLE, TN, 37211","-86.72808,36.100887","97213278","R"
"130012000106","301 Peyton Rd SW, Atlanta, GA, 30311","Match","Exact","301 Peyton Rd SW, ATLANTA, GA, 30311","-84.47415,33.74825","17339767","R"
"470318001299","160 Antioch PIKE, Nashville, TN, 37211","Match","Exact","160 Antioch Pike, NASHVILLE, TN, 37211","-86.7292,36.1009","97213278","R"
"130012000103","3935 Rux Rd SW, Atlanta, GA, 30331","Match","Exact","3935 Rux Rd SW, ATLANTA, GA, 30331","-84.514946,33.69656","17337316","R"
"402529001890","11800 James L Dennis Drive, Oklahoma City, OK, 73162","Match","Exact","11800 James L Dennis Dr, OKLAHOMA CITY, OK, 73162","-97.63155,35.587166","100448495","R"
"470318001290","2500 Fairfax AVE, Nashville, TN, 37212","Match","Exact","2500 Fairfax Ave, NASHVILLE, TN, 37212","-86.81058,36.13506","606382939","R"
"402008002068","6718 N Martin Luther King Ave, Oklahoma City, OK, 73111","Match","Exact","6718 N Martin Luther King Ave, OKLAHOMA CITY, OK, 73111","-97.47658,35.542767","100448640","R"
"420076106025","5700 Wayne Avenue, Philadelphia, PA, 19144","Match","Exact","5700 Wayne Ave, PHILADELPHIA, PA, 19144","-75.17899,40.031776","131401072","L"
"180567002205","6501 Sunnyside Rd, Indianapolis, IN, 46236","Match","Exact","6501 Sunnyside Rd, INDIANAPOLIS, IN, 46236","-85.97318,39.87649","627295328","R"
"470318001283","4106 Kennedy AVE, Nashville, TN, 37216","Match","Exact","4106 Kennedy Ave, NASHVILLE, TN, 37216","-86.718506,36.217598","97194351","R"
"422457004859","1560 Ashlawn Dr, Pittsburgh, PA, 15241","Match","Exact","1560 Ashlawn Dr, PITTSBURGH, PA, 15241","-80.0931,40.324814","51618868","R"
"130012000118","2257 Bolling Brook Dr SW, Atlanta, GA, 30311","Match","Non_Exact","2257 Bollingbrook Dr SW, ATLANTA, GA, 30311","-84.46257,33.7352","17340726","R"
"130012000113","3181 Hogan Rd SW, Atlanta, GA, 30331","Match","Exact","3181 Hogan Rd SW, ATLANTA, GA, 30331","-84.49355,33.6781","17338404","R"
"470318001281","4247 Cato RD, Nashville, TN, 37218","Match","Exact","4247 Cato Rd, NASHVILLE, TN, 37218","-86.86606,36.21152","97178257","R"
"470318001280","498 Hogan RD, Nashville, TN, 37220","Match","Exact","498 Hogan Rd, NASHVILLE, TN, 37220","-86.75893,36.06523","97193392","R"
"40708001100","8220 S 7th Ave, Phoenix, AZ, 85041","Match","Exact","8220 S 7th Ave, PHOENIX, AZ, 85041","-112.08331,33.371853","128217354","R"
"220023302320","1555 Madison Avenue, Baton Rouge, LA, 70802","Match","Exact","1555 Madison Ave, BATON ROUGE, LA, 70802","-91.17411,30.467278","92180460","L"
"60208513756","680 Wilshire Pl. #315, Los Angeles, CA, 90005","Match","Exact","680 Wilshire Pl, LOS ANGELES, CA, 90005","-118.28781,34.060574","141605023","L"
"60215413004","1729 W. MLK Jr. Blvd., Los Angeles, CA, 90062","Tie"
"240012001574","8300 Windsor Mill Rd, Baltimore, MD, 21209","Match","Non_Exact","8300 Windsor Mill Rd, BALTIMORE, MD, 21244","-76.788445,39.35203","191466681","R"
"63801011302","5420 Fred Russo Dr., Stockton, CA, 95212","Match","Exact","5420 Fred Russo Dr, STOCKTON, CA, 95212","-121.276955,38.008705","617761562","L"
"402529001871","11800 North Rockwell Avenue, Oklahoma City, OK, 73162","Match","Exact","11800 N Rockwell Ave, OKLAHOMA CITY, OK, 73162","-97.63844,35.59004","100387341","R"
"240012000248","100 Kenwood Ave, Baltimore, MD, 21228","Match","Exact","100 Kenwood Ave, BALTIMORE, MD, 21228","-76.71184,39.26843","191485231","R"
"370033001360","820 North Bridge St, Washington, NC, 27899","Match","Non_Exact","820 N Bridge St, WASHINGTON, NC, 27889","-77.05597,35.55204","67953214","L"
"370297001893","2400 Hildebrand St, Charlotte, NC, 28216","Match","Exact","2400 Hildebrand St, CHARLOTTE, NC, 28216","-80.857376,35.26092","70477079","L"
"260102308403","8701 West Vernor Highway, Detroit, MI, 48209","Match","Exact","8701 W Vernor Hwy, DETROIT, MI, 48209","-83.13276,42.309166","95473467","L"
"63801012644","931 E. Magnolia St., Stockton, CA, 95203","Match","Non_Exact","931 W Magnolia St, STOCKTON, CA, 95203","-121.3062,37.961308","133849044","R"
"60174708442","1000 42nd St., Oakland, CA, 94608","Match","Exact","1000 42nd St, OAKLAND, CA, 94608","-122.276276,37.832813","631944321","R"
"210299000686","12408 Old Shelbyville Road, Louisville, KY, 40243","Match","Exact","12408 Old Shelbyville Rd, LOUISVILLE, KY, 40243","-85.52707,38.244038","96873208","R"
"210299000685","1601 Roosevelt Avenue, Louisville, KY, 40242","Match","Exact","1601 Roosevelt Ave, LOUISVILLE, KY, 40242","-85.58208,38.268993","96863396","R"
"210299000688","5310 Mercury Drive, Louisville, KY, 40258","Match","Exact","5310 Mercury Dr, LOUISVILLE, KY, 40258","-85.85366,38.158493","96838604","L"
"210299000687","8101 Brownsboro Road, Louisville, KY, 40241","Match","Exact","8101 Brownsboro Rd, LOUISVILLE, KY, 40241","-85.59972,38.296974","96879656","L"
"210299000682","1501 Rangeland Road, Louisville, KY, 40219","Match","Exact","1501 Rangeland Rd, LOUISVILLE, KY, 40219","-85.68151,38.167328","96858366","L"
"210299000684","3212 South Crums Lane, Louisville, KY, 40216","Match","Exact","3212 S Crums Ln, LOUISVILLE, KY, 40216","-85.83891,38.19367","96908979","L"
"210299000683","9801 Blue Lick Road, Louisville, KY, 40229","Match","Exact","9801 Blue Lick Rd, LOUISVILLE, KY, 40229","-85.69252,38.10606","96859158","L"
"110008900462","3301 Wheeler Rd SE, Washington, DC, 20032","Match","Exact","3301 Wheeler Rd SE, WASHINGTON, DC, 20032","-76.99397,38.842175","76232355","R"
"370297001889","7601 The Plaza, Charlotte, NC, 28215","Match","Exact","7601 The Plaza, CHARLOTTE, NC, 28215","-80.731,35.25855","70581582","L"
"370297001886","7910 Neal Rd, Charlotte, NC, 28262","Match","Exact","7910 Neal Rd, CHARLOTTE, NC, 28262","-80.774025,35.302654","70557482","R"
"510189000811","2910 Parham Rd, Richmond, VA, 23294","Match","Non_Exact","2910 N Parham Rd, RICHMOND, VA, 23294","-77.54574,37.628586","106675794","L"
"510189000812","8801 Nesslewood Dr, Richmond, VA, 23229","Match","Exact","8801 Nesslewood Dr, RICHMOND, VA, 23229","-77.559784,37.62456","106644187","L"
"40083303283","3102 N 56TH ST STE 300, Phoenix, AZ, 85018","Match","Non_Exact","3102 N 56th St, PHOENIX, AZ, 85018","-111.96091,33.483757","128222024","L"
"220022602391","4705 Lanier Dr, Baton Rouge, LA, 70812","Match","Exact","4705 Lanier Dr, BATON ROUGE, LA, 70812","-91.10751,30.49366","92188872","L"
"510189000817","901 Maybeury Dr, Richmond, VA, 23229","Match","Exact","901 Maybeury Dr, RICHMOND, VA, 23229","-77.584564,37.59164","106643254","R"
"510189000818","2820 Williamsburg Rd, Richmond, VA, 23231","Match","Exact","2820 Williamsburg Rd, RICHMOND, VA, 23231","-77.37716,37.518333","106650844","L"
"63255005018","5000 Valley View Rd., Richmond, CA, 94803","Match","Exact","5000 Valley View Rd, RICHMOND, CA, 94803","-122.288315,37.97173","631738381","R"
"510189000813","600 S Laburnum Ave, Richmond, VA, 23223","Match","Exact","600 S Laburnum Ave, RICHMOND, VA, 23223","-77.36551,37.53712","106690930","R"
"510189000814","500 Meriwether Ave, Richmond, VA, 23222","Match","Exact","500 Meriwether Ave, RICHMOND, VA, 23222","-77.4318,37.594883","106649079","L"
"510189000815","6700 Cedar Croft St, Richmond, VA, 23228","Match","Exact","6700 Cedar Croft St, RICHMOND, VA, 23228","-77.478096,37.613518","106647761","L"
"63255005015","2100 Maine Ave., Richmond, CA, 94804","Match","Exact","2100 Maine Ave, RICHMOND, CA, 94804","-122.349396,37.928","192040824","R"
"130228000986","5320 Campbellton Rd SW, Atlanta, GA, 30331","Match","Non_Exact","5320 Campbellton Rd, ATLANTA, GA, 30331","-84.56208,33.70538","17336105","L"
"210299000675","10201 Casalanda Drive, Louisville, KY, 40272","Match","Exact","10201 Casalanda Dr, LOUISVILLE, KY, 40272","-85.87286,38.107758","96974615","L"
"210299000674","1701 Rangeland Road, Louisville, KY, 40219","Match","Exact","1701 Rangeland Rd, LOUISVILLE, KY, 40219","-85.6699,38.165333","96874929","L"
"40010702650","5201 N 7TH ST, Phoenix, AZ, 85014","Match","Exact","5201 N 7th St, PHOENIX, AZ, 85014","-112.06499,33.5129","128208356","R"
"210299000677","2501 Rockford Lane, Louisville, KY, 40216","Match","Exact","2501 Rockford Ln, LOUISVILLE, KY, 40216","-85.84472,38.17656","635053200","R"
"170993003487","3519 S Giles Ave, Chicago, IL, 60653","Match","Exact","3519 S Giles Ave, CHICAGO, IL, 60653","-87.61931,41.83072","605538216","L"
"210299000676","2511 Tregaron Avenue, Louisville, KY, 40299","Match","Exact","2511 Tregaron Ave, LOUISVILLE, KY, 40299","-85.57569,38.209736","96892523","L"
"60209712726","2861 Womble Rd., San Diego, CA, 92106","Match","Exact","2861 Womble Rd, SAN DIEGO, CA, 92106","-117.21772,32.734932","195666868","R"
"210299000671","9620 Westport Road, Louisville, KY, 40241","Match","Exact","9620 Westport Rd, LOUISVILLE, KY, 40241","-85.57334,38.2872","96882229","R"
"210299000670","8100 Westport Road, Louisville, KY, 40222","Match","Exact","8100 Westport Rd, LOUISVILLE, KY, 40222","-85.60612,38.275375","620578104","R"
"210299000672","2210 Upper Hunters Trace, Louisville, KY, 40216","Match","Exact","2210 Upper Hunters Trce, LOUISVILLE, KY, 40216","-85.83828,38.167213","96989307","L"
"170993003481","5501 N Kedzie Ave, Chicago, IL, 60625","Match","Exact","5501 N Kedzie Ave, CHICAGO, IL, 60625","-87.70879,41.981106","111756461","R"
"210299000679","8408 Terry Road, Louisville, KY, 40258","Match","Exact","8408 Terry Rd, LOUISVILLE, KY, 40258","-85.8741,38.132042","96837732","R"
"210299000678","4601 Valley Station Rd, Louisville, KY, 40272","Match","Exact","4601 Valley Station Rd, LOUISVILLE, KY, 40272","-85.841606,38.107254","96839938","R"
"510189000820","1275 Gaskins Rd, Richmond, VA, 23233","Match","Non_Exact","1275 Gaskins Rd, RICHMOND, VA, 23229","-77.5908,37.60552","613888468","R"
"510189000821","9200 Mapleview Ave, Richmond, VA, 23294","Match","Exact","9200 Mapleview Ave, RICHMOND, VA, 23294","-77.548836,37.640984","106643728","R"
"510189000822","2901 Thalen St, Richmond, VA, 23223","Match","Exact","2901 Thalen St, RICHMOND, VA, 23223","-77.39012,37.568657","106649846","R"
"510189000823","8910 Three Chopt Rd, Richmond, VA, 23229","Match","Exact","8910 Three Chopt Rd, RICHMOND, VA, 23229","-77.5593,37.60337","106675856","R"
"470318001243","110 Stewarts Ferry PIKE, Nashville, TN, 37214","Match","Exact","110 Stewarts Ferry Pike, NASHVILLE, TN, 37214","-86.65651,36.167255","606822605","R"
"510189000828","2401 Skipwith Rd, Richmond, VA, 23294","Match","Exact","2401 Skipwith Rd, RICHMOND, VA, 23294","-77.53796,37.619366","106676046","R"
"390012103912","2675 Civic Center Dr, Cincinnati, OH, 45231","Match","Exact","2675 Civic Center Dr, CINCINNATI, OH, 45231","-84.57247,39.27625","103973671","L"
"510189000829","1600 Skipwith Rd, Richmond, VA, 23229","Match","Exact","1600 Skipwith Rd, RICHMOND, VA, 23229","-77.537735,37.602062","106676150","L"
"210299000680","6401 Outer Loop, Louisville, KY, 40228","Match","Exact","6401 Outer Loop, LOUISVILLE, KY, 40228","-85.64168,38.13795","611588910","L"
"40593003104","15815 N 29TH ST, Phoenix, AZ, 85032","Match","Exact","15815 N 29th St, PHOENIX, AZ, 85032","-112.01993,33.633396","128259862","R"
"60179513316","1015 S. Lorena St., Los Angeles, CA, 90023","Match","Exact","1015 S Lorena St, LOS ANGELES, CA, 90023","-118.20258,34.02526","141624934","R"
"40708001143","1718 W VINEYARD RD, Phoenix, AZ, 85041","Match","Exact","1718 W Vineyard Rd, PHOENIX, AZ, 85041","-112.09535,33.38503","243925803","R"
"63255005032","2400 Downer Ave., Richmond, CA, 94804","Match","Exact","2400 Downer Ave, RICHMOND, CA, 94804","-122.34572,37.94296","192039154","R"
"63417010049","1020 Pacific St., San Bernardino, CA, 92404","Match","Exact","1020 Pacific St, SAN BERNARDINO, CA, 92404","-117.26551,34.128643","144655941","L"
"40708001144","6209 S 15th Ave, Phoenix, AZ, 85041","Match","Exact","6209 S 15th Ave, PHOENIX, AZ, 85041","-112.09053,33.390247","128861319","L"
"63255005031","831 Chanslor Ave., Richmond, CA, 94801","Match","Exact","831 Chanslor Ave, RICHMOND, CA, 94801","-122.361534,37.932476","192040456","L"
"63255005030","2711 Maricopa Ave., Richmond, CA, 94804","Match","Exact","2711 Maricopa Ave, RICHMOND, CA, 94804","-122.34195,37.950607","192039628","L"
"10186000673","1000 George Douthit Dr SW, Jacksonville, AL, 36265","Match","Exact","1000 George Douthit Dr SW, JACKSONVILLE, AL, 36265","-85.777885,33.789352","66573199","R"
"470318001279","1033 West Greenwood AVE, Nashville, TN, 37206","Match","Non_Exact","1033 Greenwood Ave, NASHVILLE, TN, 37206","-86.74726,36.19058","97188771","L"
"10186000672","1200 James Hopkins Rd SW, Jacksonville, AL, 36265","Match","Non_Exact","1200 James Hopkins Rd, JACKSONVILLE, AL, 36265","-85.77767,33.79502","621921676","L"
"60003611085","3790 Poppy Hill Way, Sacramento, CA, 95834","Match","Exact","3790 Poppy Hill Way, SACRAMENTO, CA, 95834","-121.53138,38.636524","133400398","L"
"60003611087","2680 Mabry Dr., Sacramento, CA, 95835","Match","Exact","2680 Mabry Dr, SACRAMENTO, CA, 95835","-121.52483,38.676605","133408373","R"
"510189000831","701 Forest Ave, Richmond, VA, 23229","Match","Exact","701 Forest Ave, RICHMOND, VA, 23229","-77.55352,37.58495","106644800","R"
"510189000832","9000 Three Chopt Rd, Richmond, VA, 23229","Match","Exact","9000 Three Chopt Rd, RICHMOND, VA, 23229","-77.562164,37.60938","106675772","R"
"60003611084","2500 New Market Dr., Sacramento, CA, 95835","Match","Exact","2500 New Market Dr, SACRAMENTO, CA, 95835","-121.52095,38.65829","618066072","L"
"470318001274","480 Annex AVE, Nashville, TN, 37209","Match","Exact","480 Annex Ave, NASHVILLE, TN, 37209","-86.883255,36.152084","97178531","R"
"510189000834","2551 New Market Rd, Richmond, VA, 23231","Match","Exact","2551 New Market Rd, RICHMOND, VA, 23231","-77.354225,37.44537","106680120","R"
"470318001275","4701 Indiana AVE, Nashville, TN, 37209","Match","Exact","4701 Indiana Ave, NASHVILLE, TN, 37209","-86.84377,36.156654","97179251","L"
"510189000830","2300 Trevvett Dr, Richmond, VA, 23228","Match","Exact","2300 Trevvett Dr, RICHMOND, VA, 23228","-77.48971,37.638405","106667030","L"
"390138205643","3950 Indianola Ave, Columbus, OH, 43214","Match","Exact","3950 Indianola Ave, COLUMBUS, OH, 43214","-83.00001,40.044865","218684281","R"
"510189000835","7053 Messer Rd, Richmond, VA, 23231","Match","Exact","7053 Messer Rd, RICHMOND, VA, 23231","-77.37814,37.473763","106655733","L"
"63255005037","4300 Cutting Blvd., Richmond, CA, 94804","Match","Exact","4300 Cutting Blvd, RICHMOND, CA, 94804","-122.3289,37.9255","192041652","R"
"210299000697","6900 Fegenbush Lane, Louisville, KY, 40228","Match","Exact","6900 Fegenbush Ln, LOUISVILLE, KY, 40228","-85.62841,38.14918","618787314","R"
"210299000696","7201 Johnsontown Road, Louisville, KY, 40272","Match","Exact","7201 Johnsontown Rd, LOUISVILLE, KY, 40272","-85.89337,38.116375","96837600","R"
"210299000699","5700 Cynthia Drive, Louisville, KY, 40291","Match","Exact","5700 Cynthia Dr, LOUISVILLE, KY, 40291","-85.575,38.167557","96866942","R"
"210299000693","3805 Fern Valley Road, Louisville, KY, 40219","Match","Exact","3805 Fern Valley Rd, LOUISVILLE, KY, 40219","-85.69249,38.158066","96857960","L"
"320006000506","10377 Rancho Destino Rd., Las Vegas, NV, 89183","Match","Exact","10377 Rancho Destino Rd, LAS VEGAS, NV, 89183","-115.16593,36.00168","201881942","R"
"210299000695","6000 Brownsboro Road, Louisville, KY, 40222","Match","Exact","6000 Brownsboro Rd, LOUISVILLE, KY, 40222","-85.62657,38.28467","96887127","R"
"320006000509","3035 Desert Marigold Ln., Las Vegas, NV, 89135","Match","Exact","3035 Desert Marigold Ln, LAS VEGAS, NV, 89135","-115.31982,36.1361","201947381","R"
"210299000694","7609 St. Andrews Church Road, Louisville, KY, 40214","Match","Exact","7609 Saint Andrews Church Rd, LOUISVILLE, KY, 40214","-85.81431,38.154266","96839473","L"
"320006000508","491 N. Lamb Blvd., Las Vegas, NV, 89110","Match","Exact","491 N Lamb Blvd, LAS VEGAS, NV, 89110","-115.08049,36.16972","201947663","L"
"470318001269","244 Foster ST, Nashville, TN, 37207","Match","Exact","244 Foster St, NASHVILLE, TN, 37207","-86.76875,36.17894","606829460","R"
"470318001261","655 Colice Jeanne RD, Nashville, TN, 37221","Match","Exact","655 Colice Jeanne Rd, NASHVILLE, TN, 37221","-86.93449,36.071823","97179830","L"
"470318001260","915 38th Ave N, Nashville, TN, 37209","Match","Exact","915 38th Ave N, NASHVILLE, TN, 37209","-86.83067,36.15924","97184740","L"
"470318001262","1128 Bell Grimes LN, Nashville, TN, 37207","Match","Exact","1128 Bell Grimes Ln, NASHVILLE, TN, 37207","-86.76325,36.269142","97181830","L"
"470318001267","1531 9th Avenue North, Nashville, TN, 37208","Match","Exact","1531 9th Ave N, NASHVILLE, TN, 37208","-86.79783,36.17781","617930333","L"
"420012200758","2539 N. 16th Street, Philadelphia, PA, 19132","Match","Exact","2539 N 16th St, PHILADELPHIA, PA, 19132","-75.1583,39.99197","131418221","R"
"63255005050","719 Fifth St., Richmond, CA, 94801","Match","Exact","719 5th St, RICHMOND, CA, 94801","-122.36436,37.94299","192038527","L"
"130102002152","649 W Jones St, Savannah, GA, 31401","Match","Exact","649 W Jones St, SAVANNAH, GA, 31401","-81.10377,32.07516","6171017","L"
"40708002498","6550 S 27TH AVE, Phoenix, AZ, 85041","Match","Exact","6550 S 27th Ave, PHOENIX, AZ, 85041","-112.11655,33.387188","243929745","R"
"60903010483","2491 E. Behymer Ave., Fresno, CA, 93720","Match","Non_Exact","2491 E Behymer Ave, FRESNO, CA, 93730","-119.73855,36.88129","197646667","R"
"470014802210","3435 3435 Ridge Meadow Pkwy, Memphis, TN, 38115","Match","Exact","3435 Ridge Meadow Pkwy, MEMPHIS, TN, 38115","-89.86081,35.04992","607467943","L"
"63432011939","4777 Imperial Ave., San Diego, CA, 92113","Match","Exact","4777 Imperial Ave, SAN DIEGO, CA, 92113","-117.09196,32.704117","195351896","R"
"63255005056","1300 Amador St., Richmond, CA, 94806","Match","Exact","1300 Amador St, RICHMOND, CA, 94806","-122.326996,37.95157","607786372","R"
"63255005055","1250 23rd St., Richmond, CA, 94804","Match","Exact","1250 23rd St, RICHMOND, CA, 94804","-122.34737,37.952015","192038873","R"
"421899000962","1100 Catharine St, Philadelphia, PA, 19147","Match","Exact","1100 Catharine St, PHILADELPHIA, PA, 19147","-75.16079,39.940125","131423899","L"
"180567002278","10833 E 56th St, Indianapolis, IN, 46236","Match","Non_Exact","10833 E 56th St, INDIANAPOLIS, IN, 46235","-85.974884,39.85579","108068165","R"
"470014802208","5132 Jonetta RD, Memphis, TN, 38109","Match","Non_Exact","5132 Jonetta St, MEMPHIS, TN, 38109","-90.075325,35.00886","72922154","L"
"470014802209","1475 E. Shelby DR, Memphis, TN, 38106","Match","Non_Exact","1475 E Shelby Dr, MEMPHIS, TN, 38116","-90.01491,35.02088","607505928","R"
"180036000369","1400 25th St, Columbus, IN, 47201","Match","Exact","1400 25th St, COLUMBUS, IN, 47201","-85.909706,39.22299","610492904","R"
"470014802200","7740 Lowrance RD, Memphis, TN, 38125","Match","Exact","7740 Lowrance Rd, MEMPHIS, TN, 38125","-89.80547,35.035007","72952738","L"
"63255005042","29 Sixth St., Richmond, CA, 94801","Match","Exact","29 6th St, RICHMOND, CA, 94801","-122.36376,37.93172","192040375","L"
"63255005040","4022 Florida Ave, Richmond, CA, 94804","Match","Exact","4022 Florida Ave, RICHMOND, CA, 94804","-122.33165,37.92946","192041249","R"
"63432008304","4487 Oregon St., San Diego, CA, 92116","Match","Exact","4487 Oregon St, SAN DIEGO, CA, 92116","-117.13512,32.758835","195345255","R"
"63255005047","230 Harbour Way S., Richmond, CA, 94804","Match","Exact","230 Harbour Way S, RICHMOND, CA, 94804","-122.36003,37.928967","192040466","L"
"63255005044","6397 Hazel Ave., Richmond, CA, 94805","Match","Exact","6397 Hazel Ave, RICHMOND, CA, 94805","-122.31519,37.939228","192042351","L"
"60181913888","12500 Campus Dr. Bldg. D, Oakland, CA, 94619","Match","Exact","12500 Campus Dr, OAKLAND, CA, 94619","-122.16797,37.79242","618139576","L"
"63255005061","4949 Cypress Ave., Richmond, CA, 94804","Match","Exact","4949 Cypress Ave, RICHMOND, CA, 94804","-122.32305,37.919804","192041812","L"
"63255005060","2601 May Rd., Richmond, CA, 94803","Match","Exact","2601 May Rd, RICHMOND, CA, 94803","-122.29665,37.965256","631742748","L"
"10192002080","2650 Gresham Dr, Birmingham, AL, 35243","Match","Exact","2650 Gresham Dr, BIRMINGHAM, AL, 35243","-86.757416,33.434677","81585048","L"
"63255005065","2000 Giaramita St., Richmond, CA, 94801","Match","Exact","2000 Giaramita St, RICHMOND, CA, 94801","-122.3633,37.96034","192038303","R"
"63255005064","3416 Maywood Dr., Richmond, CA, 94803","Match","Exact","3416 Maywood Dr, RICHMOND, CA, 94803","-122.28503,37.972446","192042601","R"
"390057405066","1258 Demorest Rd, Columbus, OH, 43204","Match","Exact","1258 Demorest Rd, COLUMBUS, OH, 43204","-83.09038,39.928204","633586968","L"
"180018602629","500 East 96th St Suite 400, Indianapolis, IN, 46240","Match","Exact","500 E 96th St, INDIANAPOLIS, IN, 46240","-86.14841,39.927147","635502618","L"
"40075402819","6738 W MCDOWELL RD, Phoenix, AZ, 85035","Match","Exact","6738 W McDowell Rd, PHOENIX, AZ, 85035","-112.20441,33.46586","128917952","R"
"510189000800","7800 Woodman Rd, Richmond, VA, 23228","Match","Exact","7800 Woodman Rd, RICHMOND, VA, 23228","-77.48015,37.625767","106647570","L"
"420297005194","3454 Pleasantvue Dr, Pittsburgh, PA, 15227","Match","Exact","3454 Pleasantvue Dr, PITTSBURGH, PA, 15227","-79.9512,40.382084","51651315","R"
"510189000806","8301 Hungary Spring Rd, Richmond, VA, 23228","Match","Exact","8301 Hungary Spring Rd, RICHMOND, VA, 23228","-77.51885,37.632046","106659314","R"
"510189000807","8301 Hungary Spring Rd, Richmond, VA, 23228","Match","Exact","8301 Hungary Spring Rd, RICHMOND, VA, 23228","-77.51885,37.632046","106659314","R"
"63255005067","565 Wine St., Richmond, CA, 94801","Match","Exact","565 Wine St, RICHMOND, CA, 94801","-122.38069,37.924305","192037455","R"
"510189000802","3909 Austin Ave, Richmond, VA, 23222","Match","Exact","3909 Austin Ave, RICHMOND, VA, 23222","-77.40195,37.579777","106664915","R"
"510189000803","9400 Quioccasin Rd, Richmond, VA, 23233","Match","Non_Exact","9400 Quioccasin Rd, RICHMOND, VA, 23238","-77.58018,37.607384","613888511","R"
"510189000804","302 Azalea Ave, Richmond, VA, 23227","Match","Exact","302 Azalea Ave, RICHMOND, VA, 23227","-77.42779,37.602894","106677936","R"
"130012000150","1925 Niskey Lake Rd SW, Atlanta, GA, 30331","Match","Non_Exact","1925 Niskey Lake Trl SW, ATLANTA, GA, 30331","-84.52838,33.711372","17402987","R"
"390151605812","3800 Glenway Ave, Cincinnati, OH, 45205","Match","Exact","3800 Glenway Ave, CINCINNATI, OH, 45205","-84.575714,39.11398","103934282","R"
"370010702530","5225 Seventy-seven Center Dr, Charlotte, NC, 28217","Match","Non_Exact","5225 Seventy-Seven Center Dr, CHARLOTTE, NC, 28217","-80.88656,35.168983","70523543","L"
"60003612351","3200 N. Park Dr., Sacramento, CA, 95835","Match","Exact","3200 N Park Dr, SACRAMENTO, CA, 95835","-121.53195,38.665295","618381526","R"
"62271012524","700 S. Mariposa Ave., Los Angeles, CA, 90005","Match","Exact","700 S Mariposa Ave, LOS ANGELES, CA, 90005","-118.2987,34.05965","142729447","L"
"403060002672","8506 E 61 Street, Tulsa, OK, 74133","Match","Exact","8506 E 61st St, TULSA, OK, 74133","-95.88213,36.07536","166454854","R"
"63801012698","1540 N. Lincoln St., Stockton, CA, 95204","Match","Non_Exact","1540 N Lincoln St, STOCKTON, CA, 95203","-121.301704,37.966507","133927814","R"
"170142406396","6547 S Stewart Ave, Chicago, IL, 60621","Match","Exact","6547 S Stewart Ave, CHICAGO, IL, 60621","-87.63492,41.775597","111831181","L"
"370032703258","4041 Johnston Oehler Road, Charlotte, NC, 28269","Match","Exact","4041 Johnston Oehler Rd, CHARLOTTE, NC, 28269","-80.7691,35.366367","619612550","L"
"170142406394","7823 S Ellis Ave, Chicago, IL, 60619","Match","Exact","7823 S Ellis Ave, CHICAGO, IL, 60619","-87.60035,41.752697","111774826","L"
"180891001099","8301 W 86th St, Indianapolis, IN, 46278","Match","Exact","8301 W 86th St, INDIANAPOLIS, IN, 46278","-86.309494,39.90978","108037604","L"
"130012000143","112 Boulevard NE, Atlanta, GA, 30312","Match","Non_Exact","112 Boulevard Dr NE, ATLANTA, GA, 30312","-84.372086,33.76004","635610393","L"
"421899000923","2130 Arch St., Philadelphia, PA, 19103","Match","Exact","2130 Arch St, PHILADELPHIA, PA, 19103","-75.17532,39.95591","131406640","L"
"60171111105","3512 N. E St., San Bernardino, CA, 92405","Match","Exact","3512 N E St, SAN BERNARDINO, CA, 92405","-117.29408,34.15515","144653794","L"
"421899000907","2463 Emerald St, Philadelphia, PA, 19125","Match","Exact","2463 Emerald St, PHILADELPHIA, PA, 19125","-75.1284,39.985275","131425247","R"
"60141500147","2801 W. Adams Ave., Fresno, CA, 93706","Match","Exact","2801 W Adams Ave, FRESNO, CA, 93706","-119.84054,36.63412","197571596","L"
"130012002798","2930 Forrest Hills Dr SW, Atlanta, GA, 30315","Match","Exact","2930 Forrest Hills Dr SW, ATLANTA, GA, 30315","-84.39936,33.67559","17406818","L"
"420007400529","2600 S Broad Street, Philadelphia, PA, 19145","Match","Exact","2600 Broad St, PHILADELPHIA, PA, 19145","-75.17115,39.91811","131412193","R"
"240009000885","926 Greenmount Avenue, Baltimore, MD, 21202","Match","Exact","926 Greenmount Ave, BALTIMORE, MD, 21202","-76.60703,39.300465","206464257","L"
"240009000884","1530 Presstman Street, Baltimore, MD, 21217","Match","Exact","1530 Presstman St, BALTIMORE, MD, 21217","-76.64276,39.30544","206416348","R"
"240009000883","1398 Mt Royal Ave, Baltimore, MD, 21217","Match","Non_Exact","1398 W Mount Royal Ave, BALTIMORE, MD, 21217","-76.62192,39.308376","206417266","L"
